date,bsi_man,bsi_all,man_pmi_us,ext_yoy,ppi_yoy,cpi_yoy,m2_yoy,cli_yoy_b,cli_yoy_i,cli_oecd_yoy_i
1954-02-28 0:00,#N/A,#N/A,40.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1954-01-31 0:00,#N/A,#N/A,37.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-12-31 0:00,#N/A,#N/A,35.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-11-30 0:00,#N/A,#N/A,36.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-10-31 0:00,#N/A,#N/A,37.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-09-30 0:00,#N/A,#N/A,40.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-08-31 0:00,#N/A,#N/A,43.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-07-31 0:00,#N/A,#N/A,46.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-06-30 0:00,#N/A,#N/A,48.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-05-31 0:00,#N/A,#N/A,48.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-04-30 0:00,#N/A,#N/A,51.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-03-31 0:00,#N/A,#N/A,50.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-02-28 0:00,#N/A,#N/A,55.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1953-01-31 0:00,#N/A,#N/A,59.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-12-31 0:00,#N/A,#N/A,55.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-11-30 0:00,#N/A,#N/A,56.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-10-31 0:00,#N/A,#N/A,56.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-09-30 0:00,#N/A,#N/A,56.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-08-31 0:00,#N/A,#N/A,60.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-07-31 0:00,#N/A,#N/A,48.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-06-30 0:00,#N/A,#N/A,43.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-05-31 0:00,#N/A,#N/A,39.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-04-30 0:00,#N/A,#N/A,36.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-03-31 0:00,#N/A,#N/A,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-02-29 0:00,#N/A,#N/A,41.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1952-01-31 0:00,#N/A,#N/A,44.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-12-31 0:00,#N/A,#N/A,46.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-11-30 0:00,#N/A,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-10-31 0:00,#N/A,#N/A,49.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-09-30 0:00,#N/A,#N/A,48.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-08-31 0:00,#N/A,#N/A,43.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-07-31 0:00,#N/A,#N/A,42.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-06-30 0:00,#N/A,#N/A,45.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-05-31 0:00,#N/A,#N/A,50.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-04-30 0:00,#N/A,#N/A,53.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-03-31 0:00,#N/A,#N/A,65.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-02-28 0:00,#N/A,#N/A,69.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1951-01-31 0:00,#N/A,#N/A,67.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-12-31 0:00,#N/A,#N/A,67.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-11-30 0:00,#N/A,#N/A,63.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-10-31 0:00,#N/A,#N/A,59.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-09-30 0:00,#N/A,#N/A,68.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-08-31 0:00,#N/A,#N/A,75.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-07-31 0:00,#N/A,#N/A,77.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-06-30 0:00,#N/A,#N/A,76.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-05-31 0:00,#N/A,#N/A,74.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-04-30 0:00,#N/A,#N/A,68.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-03-31 0:00,#N/A,#N/A,62.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-02-28 0:00,#N/A,#N/A,60.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1950-01-31 0:00,#N/A,#N/A,59.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-12-31 0:00,#N/A,#N/A,57.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-11-30 0:00,#N/A,#N/A,51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-10-31 0:00,#N/A,#N/A,51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-09-30 0:00,#N/A,#N/A,52.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-08-31 0:00,#N/A,#N/A,47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-07-31 0:00,#N/A,#N/A,39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-06-30 0:00,#N/A,#N/A,31.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-05-31 0:00,#N/A,#N/A,32.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-04-30 0:00,#N/A,#N/A,35.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-03-31 0:00,#N/A,#N/A,34.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-02-28 0:00,#N/A,#N/A,31.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1949-01-31 0:00,#N/A,#N/A,32.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-12-31 0:00,#N/A,#N/A,35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-11-30 0:00,#N/A,#N/A,42.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-10-31 0:00,#N/A,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-09-30 0:00,#N/A,#N/A,42.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-08-31 0:00,#N/A,#N/A,45.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-07-31 0:00,#N/A,#N/A,48.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-06-30 0:00,#N/A,#N/A,53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-05-31 0:00,#N/A,#N/A,49.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-04-30 0:00,#N/A,#N/A,45.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-03-31 0:00,#N/A,#N/A,43.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-02-29 0:00,#N/A,#N/A,50.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1948-01-31 0:00,#N/A,#N/A,51.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
