date,bsi_man,bsi_all,man_pmi_us,ext_yoy,ppi_yoy,cpi_yoy,m2_yoy,cli_yoy_b,cli_yoy_i,cli_oecd_yoy_i
2021-02-28 0:00,81,76,60.8,9.2,2.1,1.1,10.7,6.3,6.0,2.6
2021-01-31 0:00,78,77,58.7,11.4,0.9,0.6,10.1,6.2,5.6,2.3
2020-12-31 0:00,74,75,60.5,12.4,0.2,0.5,9.8,5.9,5.4,2.1
2020-11-30 0:00,76,78,57.7,3.9,-0.3,0.6,9.7,5.6,5.4,1.9
2020-10-31 0:00,73,74,58.8,-3.8,-0.5,0.1,9.7,5,5.2,1.7
2020-09-30 0:00,63,64,55.7,7.3,-0.4,1,9.2,4.6,5.2,1.5
2020-08-31 0:00,66,66,55.6,-10.2,-0.5,0.7,9.5,4.1,4.9,1.1
2020-07-31 0:00,63,62,53.7,-7.1,-0.8,0.3,10,3.6,4.3,0.8
2020-06-30 0:00,57,56,52.2,-10.8,-1,0,9.9,3.2,3.7,0.4
2020-05-31 0:00,52,53,43.1,-23.8,-1.8,-0.3,9.9,2.9,3.1,0.2
2020-04-30 0:00,55,51,41.7,-25.6,-1.7,0.1,9.1,3.1,3.1,0.0
2020-03-31 0:00,57,54,49.7,-1.8,-0.5,1,8.4,3.2,3.3,-0.2
2020-02-29 0:00,70,65,50.3,3.6,0.7,1.1,8.2,3.8,2.9,-0.2
2020-01-31 0:00,79,75,51.1,-6.6,1.1,1.5,7.8,3.8,2.9,-0.3
2019-12-31 0:00,81,76,47.7,-5.3,0.7,0.7,7.9,3.5,2.7,-0.5
2019-11-30 0:00,80,74,48.2,-14.5,-0.1,0.2,7.7,3,2.0,-0.6
2019-10-31 0:00,77,73,48.3,-15,-0.7,0,7.5,2.4,1.5,-0.8
2019-09-30 0:00,76,72,48.3,-11.9,-0.8,-0.4,7.6,2,1.0,-0.9
2019-08-31 0:00,77,69,48.4,-14,-0.6,0,6.8,1.8,0.7,-1.0
2019-07-31 0:00,77,73,51,-11.1,-0.3,0.6,6.6,1.7,0.4,-1.1
2019-06-30 0:00,79,74,51.3,-13.8,0.1,0.7,6.7,1.9,0.5,-1.1
2019-05-31 0:00,80,73,52.2,-9.8,0.4,0.7,6.6,1.9,0.8,-1.1
2019-04-30 0:00,81,74,53.6,-2.1,0.6,0.6,6.6,1.9,1.2,-1.1
2019-03-31 0:00,79,73,55.3,-8.4,0.5,0.4,6.8,1.8,0.9,-1.1
2019-02-28 0:00,78,69,54.2,-11.3,0.1,0.5,6.2,1.7,1.7,-1.1
2019-01-31 0:00,80,69,55.7,-6.2,0.4,0.8,6.5,1.8,2.2,-1.2
2018-12-31 0:00,81,72,54.8,-1.7,0.9,1.3,6.8,1.8,2.3,-1.4
2018-11-30 0:00,83,74,58.7,3.6,1.5,2,6.8,2,2.5,-1.5
2018-10-31 0:00,80,73,58.3,22.5,2.1,2,6.8,2.3,2.8,-1.7
2018-09-30 0:00,81,75,59.5,-8.1,2.5,2.1,6.4,2.5,3.1,-1.7
2018-08-31 0:00,82,74,60.4,8.7,2.9,1.4,6.7,2.7,3.0,-1.8
2018-07-31 0:00,83,75,58,6.1,2.9,1.1,6.7,3.2,3.5,-1.9
2018-06-30 0:00,87,80,59.7,-0.4,2.5,1.5,6.1,3.3,3.7,-1.9
2018-05-31 0:00,87,81,58.9,12.8,2.1,1.5,5.9,3.5,4.1,-1.8
2018-04-30 0:00,84,79,58.6,-2,1.5,1.5,5.7,3.5,4.3,-1.7
2018-03-31 0:00,82,77,59.2,5.5,1.2,1.2,5.8,4,4.7,-1.6
2018-02-28 0:00,86,77,60.8,3.1,1.2,1.3,6.2,4.3,4.8,-1.3
2018-01-31 0:00,87,78,59.4,22.3,1.2,0.8,5.5,4.6,4.6,-1.1
2017-12-31 0:00,90,81,59.2,8.8,2.2,1.4,4.7,4.6,4.7,-0.7
2017-11-30 0:00,89,80,57.9,9.7,3,1.2,4.8,4.8,5.1,-0.4
2017-10-31 0:00,86,78,58.6,6.7,3.6,1.8,4.7,5,5.1,0.0
2017-09-30 0:00,88,81,59.9,34.9,3.8,2,4.6,5.2,5.2,0.3
2017-08-31 0:00,86,77,58.5,17.4,3.3,2.5,4.6,5.5,5.8,0.6
2017-07-31 0:00,87,78,56.5,19.4,3,2.2,5.1,5.6,5.9,0.8
2017-06-30 0:00,87,77,56.1,13.4,2.8,1.8,5.9,5.5,5.9,1.0
2017-05-31 0:00,87,80,56.4,13.1,3.4,2,6.1,5.2,5.5,1.2
2017-04-30 0:00,91,80,55.7,23.8,3.8,2,6.6,5,5.4,#N/A
2017-03-31 0:00,88,78,56.8,13.1,4.3,2.3,6.2,4.8,5.3,#N/A
2017-02-28 0:00,86,74,57.7,20.2,4.3,2.1,5.9,4.7,5.2,#N/A
2017-01-31 0:00,85,74,55.7,11,3.9,2.2,6.9,4.5,4.7,#N/A
2016-12-31 0:00,86,73,54.2,6.3,1.8,1.3,7.5,4.4,4.3,#N/A
2016-11-30 0:00,84,73,53.3,2.3,0.7,1.5,7.3,4.1,3.8,#N/A
2016-10-31 0:00,80,71,51.8,-3.2,-0.1,1.5,7.1,4,3.8,#N/A
2016-09-30 0:00,81,72,51,-6,-1.1,1.3,6.9,3.9,3.8,#N/A
2016-08-31 0:00,80,72,49.7,2.6,-1.8,0.5,7.2,3.6,3.8,#N/A
2016-07-31 0:00,81,71,52.4,-10.5,-2.5,0.4,6.9,3.4,3.7,#N/A
2016-06-30 0:00,80,71,52.4,-2.9,-2.7,0.7,7.1,3.3,3.4,#N/A
2016-05-31 0:00,78,71,51.3,-6.1,-3,0.8,6.7,3.4,3.4,#N/A
2016-04-30 0:00,82,70,51,-11.1,-3,1,7,3.4,3.6,#N/A
2016-03-31 0:00,79,68,51.4,-8.2,-3.3,0.8,7.8,3.4,3.7,#N/A
2016-02-29 0:00,75,63,49.2,-13.4,-3.4,1.1,8.3,3.6,3.9,#N/A
2016-01-31 0:00,76,67,47.5,-19.6,-3.3,0.6,8.1,4,4.3,#N/A
2015-12-31 0:00,77,69,48.8,-14.3,-4,1.1,7.5,4.4,4.8,#N/A
2015-11-30 0:00,79,69,49.1,-5,-4.7,0.8,7.7,4.7,5.1,#N/A
2015-10-31 0:00,81,73,49,-16,-4.6,0.8,8.8,4.8,5.0,#N/A
2015-09-30 0:00,79,69,50,-8.5,-4.6,0.5,9.4,4.7,5.0,#N/A
2015-08-31 0:00,78,69,50,-15.2,-4.5,0.7,9.2,4.6,4.9,#N/A
2015-07-31 0:00,79,70,51.9,-5.2,-4.1,0.7,9.3,4.6,4.9,#N/A
2015-06-30 0:00,74,66,52.6,-2.7,-3.6,0.7,9,4.6,4.9,#N/A
2015-05-31 0:00,83,75,52.7,-11,-3.5,0.6,9.3,4.7,4.8,#N/A
2015-04-30 0:00,88,78,52.1,-8,-3.6,0.4,9,4.4,4.5,#N/A
2015-03-31 0:00,83,74,52.3,-4.6,-3.7,0.5,8.3,4.4,4.4,#N/A
2015-02-28 0:00,84,71,53.1,-3.4,-3.6,0.6,8,4.2,4.2,#N/A
2015-01-31 0:00,84,71,54,-1,-3.6,1,8,4.2,4.0,#N/A
2014-12-31 0:00,83,71,55.7,3.1,-2.1,0.8,8.1,3.9,3.8,#N/A
2014-11-30 0:00,82,71,56.3,-2.7,-0.9,1,8.3,3.9,4.0,#N/A
2014-10-31 0:00,81,69,56.2,2.3,-0.8,1.1,7.5,3.9,4.1,#N/A
2014-09-30 0:00,80,72,55.7,6.3,-0.5,1.1,7.1,4,4.2,#N/A
2014-08-31 0:00,80,70,56.3,-0.4,-0.2,1.4,7.6,3.8,3.7,#N/A
2014-07-31 0:00,81,70,55.1,5.2,0.2,1.6,6.5,3.7,3.7,#N/A
2014-06-30 0:00,81,71,55,2.4,0.1,1.7,6.1,4,3.9,#N/A
2014-05-31 0:00,84,74,55.7,-1.5,0,1.7,6,4,4.5,#N/A
2014-04-30 0:00,86,77,56.6,8.9,-0.3,1.5,5.5,4.2,4.6,#N/A
2014-03-31 0:00,83,75,55.9,3.7,-0.5,1.3,5.5,4.2,4.5,#N/A
2014-02-28 0:00,83,74,55,1.4,-0.9,1,5.2,4.4,4.7,#N/A
2014-01-31 0:00,83,72,52.5,-0.2,-0.3,1.1,5.2,4.5,4.7,#N/A
2013-12-31 0:00,82,73,56.5,6.9,-0.4,1.1,5.3,4.5,4.6,#N/A
2013-11-30 0:00,83,74,55.5,0.2,-0.9,1.2,5.1,4.3,4.6,#N/A
2013-10-31 0:00,81,75,54.6,7.2,-1.4,0.9,4.7,4.1,4.5,#N/A
2013-09-30 0:00,82,72,54.6,-1.7,-1.8,1,4.6,4,4.3,#N/A
2013-08-31 0:00,81,70,54,7.6,-1.3,1.5,3.9,4.2,4.4,#N/A
2013-07-31 0:00,82,70,53.8,2.6,-1,1.6,4.6,4,4.1,#N/A
2013-06-30 0:00,83,74,51.1,-1,-1.4,1.2,4.9,3.9,3.7,#N/A
2013-05-31 0:00,83,73,50.8,3.1,-2.6,1.1,4.8,3.5,3.3,#N/A
2013-04-30 0:00,83,73,51,0.1,-2.8,1.3,5.1,3.3,3.1,#N/A
2013-03-31 0:00,80,71,51.9,0,-2.4,1.5,5,3.4,3.2,#N/A
2013-02-28 0:00,80,68,54.2,-8.6,-1.6,1.6,5.3,3.3,3.3,#N/A
2013-01-31 0:00,78,69,53.3,10.9,-1.6,1.6,4.8,3.4,3.7,#N/A
2012-12-31 0:00,78,68,50.1,-6,-1.2,1.4,4.5,3.3,3.9,#N/A
2012-11-30 0:00,78,66,48,3.9,-0.9,1.6,4.4,3.1,3.7,#N/A
2012-10-31 0:00,79,68,50.5,1,-0.5,2.1,4.6,2.9,3.5,#N/A
2012-09-30 0:00,81,68,50.8,-2.4,0.2,2.1,5.2,2.9,3.1,#N/A
2012-08-31 0:00,84,69,49,-6,-0.1,1.3,5.7,3,3.0,#N/A
2012-07-31 0:00,84,69,49.6,-8.7,-0.6,1.5,6,3.1,2.9,#N/A
2012-06-30 0:00,91,78,49.5,0.9,0,2.2,5.9,3,3.0,#N/A
2012-05-31 0:00,93,82,53.2,-1,1,2.5,5.5,2.8,2.8,#N/A
2012-04-30 0:00,92,82,55.2,-5,1.8,2.6,5.5,2.9,2.7,#N/A
2012-03-31 0:00,92,81,53.5,-1.5,2.4,2.7,5.7,2.6,2.2,#N/A
2012-02-29 0:00,89,79,53.3,20.4,3.2,3,5.3,2.3,1.9,#N/A
2012-01-31 0:00,88,78,54.2,-7.3,3.2,3.3,4.8,1.8,1.8,#N/A
2011-12-31 0:00,91,81,53,8.2,4.3,4.2,4.4,1.6,2.0,#N/A
2011-11-30 0:00,93,80,51.8,11.5,5.1,4.2,4.4,1.5,2.0,#N/A
2011-10-31 0:00,95,82,51.4,7.6,5.8,3.6,4.4,1.6,2.0,#N/A
2011-09-30 0:00,94,82,53.7,18,6.3,3.8,4.2,1.8,1.9,#N/A
2011-08-31 0:00,92,81,52.6,25.5,6.9,4.7,4,2.1,2.0,#N/A
2011-07-31 0:00,98,87,52.9,21.1,7,4.5,3.2,2.4,2.3,#N/A
2011-06-30 0:00,102,88,55.8,11.1,7.2,4.2,3,2.4,2.4,#N/A
2011-05-31 0:00,101,90,54.8,21.7,7.5,3.9,3.7,2.4,2.5,#N/A
2011-04-30 0:00,103,92,57.9,23.5,8.1,3.8,3.9,2.5,2.6,#N/A
2011-03-31 0:00,97,87,58.4,28.8,8.2,4.1,5,2.9,2.9,#N/A
2011-02-28 0:00,95,84,59.2,16.4,7.4,3.9,5,3.2,3.0,#N/A
2011-01-31 0:00,99,87,59.1,44.7,6.8,3.4,6.5,3.2,2.7,#N/A
2010-12-31 0:00,100,90,56.6,22.6,4.7,3,7.2,2.9,2.3,#N/A
2010-11-30 0:00,101,90,57.3,21.4,4.2,3,7.4,3,2.6,#N/A
2010-10-31 0:00,101,89,56.9,27.6,4.2,3.7,7.6,3.4,3.3,#N/A
2010-09-30 0:00,99,88,55.3,16.2,3,3.4,8.1,4.2,4.3,#N/A
2010-08-31 0:00,102,88,56.4,26,2.5,2.7,8.5,4.8,4.9,#N/A
2010-07-31 0:00,107,93,56.1,26.7,2.8,2.5,9.3,5.3,5.3,#N/A
2010-06-30 0:00,104,94,56.5,30.5,3.7,2.7,9.7,5.7,5.4,#N/A
2010-05-31 0:00,107,95,57.4,39.8,3.3,2.7,9.3,6.2,6.5,#N/A
2010-04-30 0:00,107,94,58.1,29.6,1.7,2.6,9.4,6.6,7.2,#N/A
2010-03-31 0:00,102,89,58.8,33.8,1.1,2.5,9.4,7.1,8.6,#N/A
2010-02-28 0:00,101,89,55.5,30.1,1.1,3,9.4,7.5,9.1,#N/A
2010-01-31 0:00,100,89,56.3,45.4,1.6,3.5,9.3,7.9,9.5,#N/A
2009-12-31 0:00,100,89,55.8,32.8,1.8,2.8,9.3,8,9.1,#N/A
2009-11-30 0:00,95,85,55.4,17.9,-0.4,2.4,9.7,7.9,8.4,#N/A
2009-10-31 0:00,96,88,57.6,-8.5,-3.1,2,10.5,7.2,7.2,#N/A
2009-09-30 0:00,92,84,54.9,-9.4,-2.5,2.2,10,6.5,6.3,#N/A
2009-08-31 0:00,87,81,53.4,-20.9,-3,2.2,10,6,5.9,#N/A
2009-07-31 0:00,84,78,49.7,-22.1,-3.9,1.6,9.7,5.4,5.6,#N/A
2009-06-30 0:00,85,77,46.3,-13.6,-3.1,2,9.6,4.8,5.0,#N/A
2009-05-31 0:00,83,74,44.1,-29.4,-1.3,2.7,9.9,3.6,3.6,#N/A
2009-04-30 0:00,79,69,39.9,-19.9,1.5,3.6,10.6,2.6,2.8,#N/A
2009-03-31 0:00,69,58,37.2,-22.5,3.5,3.9,11.4,1.3,1.3,#N/A
2009-02-28 0:00,62,52,36.6,-18.5,4.4,4.1,11.4,0.7,0.5,#N/A
2009-01-31 0:00,63,52,36.4,-34.5,4.6,3.7,12,0.4,-0.1,#N/A
2008-12-31 0:00,71,51,34.5,-17.9,5.5,4.1,13.1,0.5,-0.1,#N/A
2008-11-30 0:00,79,55,39,-19.5,7.8,4.5,14,0.8,0.4,#N/A
2008-10-31 0:00,89,64,38.2,7.8,10.8,4.8,14.2,1.3,1.1,#N/A
2008-09-30 0:00,94,73,47.2,27.6,11.3,5.1,14.5,1.5,1.3,#N/A
2008-08-31 0:00,99,73,50.1,18.1,12.3,5.6,14.7,1.7,1.5,#N/A
2008-07-31 0:00,102,75,50.8,35.6,12.6,5.9,14.8,1.9,1.7,#N/A
2008-06-30 0:00,105,76,49.9,16.4,10.5,5.5,15.1,2.3,2.4,#N/A
2008-05-31 0:00,105,82,48.9,26.9,9,4.9,15.8,2.8,3.3,#N/A
2008-04-30 0:00,108,85,48.5,26.4,7.5,4.1,14.9,3.1,3.6,#N/A
2008-03-31 0:00,102,81,49.7,18.4,6,3.9,13.9,3.6,4.0,#N/A
2008-02-29 0:00,99,83,48.8,18.9,5.1,3.6,13.4,4.2,4.4,#N/A
2008-01-31 0:00,102,83,50.9,14.9,4.1,3.9,12.5,4.8,5.0,#N/A
2007-12-31 0:00,105,85,50.1,14.8,3.6,3.6,11.5,5.1,5.4,#N/A
2007-11-30 0:00,107,88,51.5,17,3.1,3.5,11.3,5,5.2,#N/A
2007-10-31 0:00,103,87,52.8,22.9,2.1,3,10.8,4.9,5.2,#N/A
2007-09-30 0:00,102,87,53.8,-1.1,1,2.3,11,4.9,5.6,#N/A
2007-08-31 0:00,101,85,52.2,13.6,0.9,2,11.4,4.9,5.8,#N/A
2007-07-31 0:00,104,87,51.8,17.2,1.6,2.5,10.9,4.6,5.1,#N/A
2007-06-30 0:00,102,88,54,14.5,1.8,2.5,10.9,4.1,4.2,#N/A
2007-05-31 0:00,101,88,53.1,11.1,1.4,2.3,10.9,3.6,3.5,#N/A
2007-04-30 0:00,102,87,52.7,17,1.1,2.4,11.1,3.4,3.4,#N/A
2007-03-31 0:00,100,85,52.8,13.2,0.6,2.2,11.5,3.3,3.0,#N/A
2007-02-28 0:00,97,81,54.1,10.3,0.1,2.2,11.5,3.3,2.8,#N/A
2007-01-31 0:00,93,79,50.4,20.8,0.1,1.7,11.3,3.2,2.6,#N/A
2006-12-31 0:00,100,84,51.4,12.3,0.4,2.1,11.4,3.1,2.9,#N/A
2006-11-30 0:00,97,83,50.3,18.5,0.2,2.1,11.1,3.2,3.3,#N/A
2006-10-31 0:00,101,84,51.4,10.5,0.4,2.2,10.1,3.1,3.6,#N/A
2006-09-30 0:00,97,81,52.2,20.9,1.6,2.5,8.9,2.9,3.6,#N/A
2006-08-31 0:00,92,72,53.7,16.9,1.7,2.7,7.5,2.7,3.5,#N/A
2006-07-31 0:00,95,77,53,10.9,1.3,2.4,7.7,3.3,4.9,#N/A
2006-06-30 0:00,99,82,52,17.9,1.6,2.4,7.7,4,5.7,#N/A
2006-05-31 0:00,98,83,53.7,20.8,1.4,2.3,7.1,4.5,5.7,#N/A
2006-04-30 0:00,103,87,55.2,11.9,0.4,2,6.8,4.6,5.4,#N/A
2006-03-31 0:00,100,85,54.3,12.1,0.5,2,7.2,5,5.8,#N/A
2006-02-28 0:00,98,82,55.8,16.6,0.7,2,7.2,5.2,6.5,#N/A
2006-01-31 0:00,101,87,55,3.6,0.8,2.2,7.3,5.3,7.0,#N/A
2005-12-31 0:00,102,87,55.1,10.5,1.4,2.6,7,4.8,6.4,#N/A
2005-11-30 0:00,95,83,56.7,11.9,1,2.5,6.6,4.4,5.9,#N/A
2005-10-31 0:00,94,82,57.2,11.9,1.4,2.3,6.5,4,5.3,#N/A
2005-09-30 0:00,91,79,56.8,17.7,1.1,2.5,6.5,3.9,5.1,#N/A
2005-08-31 0:00,88,76,52.4,17.9,1.1,2,7.7,3.6,4.8,#N/A
2005-07-31 0:00,90,76,52.8,10.6,1.7,2.6,7.9,3.2,3.5,#N/A
2005-06-30 0:00,89,78,52.4,9.5,1.5,2.8,7.4,2.8,2.9,#N/A
2005-05-31 0:00,92,80,50.8,11,1.9,3.1,7,2.9,2.9,#N/A
2005-04-30 0:00,93,84,52.2,6.5,2.8,3.1,6.9,3,2.9,#N/A
2005-03-31 0:00,90,83,55.2,13.1,3,3,6.4,2.8,2.8,#N/A
2005-02-28 0:00,89,76,55.5,6.6,3.9,3.4,6.4,2.3,2.5,#N/A
2005-01-31 0:00,83,71,56.8,18.3,5,3.4,6.3,2,2.3,#N/A
2004-12-31 0:00,84,70,57.2,17.6,5.4,3,5.9,2.3,2.8,#N/A
2004-11-30 0:00,87,71,56.2,26.5,6.9,3.3,5.8,2.4,3.0,#N/A
2004-10-31 0:00,87,72,56.3,19.7,7.3,3.8,7,2.8,3.1,#N/A
2004-09-30 0:00,85,72,57.4,22.4,7.5,3.9,6.2,3.1,3.5,#N/A
2004-08-31 0:00,84,68,58.5,28.8,7.5,4.8,5.6,3.4,3.8,#N/A
2004-07-31 0:00,85,67,59.9,36.1,7,4.4,5.1,3.8,4.7,#N/A
2004-06-30 0:00,84,76,60.5,38.3,6.8,3.6,4.5,4.1,5.0,#N/A
2004-05-31 0:00,89,79,61.4,42,6.3,3.3,3.9,4.3,5.7,#N/A
2004-04-30 0:00,93,88,60.6,36.7,5.5,3.3,3.1,4.5,5.9,#N/A
2004-03-31 0:00,88,79,60.6,37.7,4.5,3.1,2.7,4.4,5.4,#N/A
2004-02-29 0:00,84,76,59.9,43.5,4.5,3.3,2.6,4.5,5.0,#N/A
2004-01-31 0:00,84,77,60.8,32.6,3.7,3.4,2.4,4.1,4.6,#N/A
2003-12-31 0:00,88,81,60.1,31.3,3.1,3.4,3,3.6,4.1,#N/A
2003-11-30 0:00,86,80,58.4,20,2.5,3.4,3.2,3,4.1,#N/A
2003-10-31 0:00,78,77,55.2,25.5,2.2,3.7,3.8,2.5,3.9,#N/A
2003-09-30 0:00,74,70,52.4,22.4,2,3.3,5.8,1.7,2.6,#N/A
2003-08-31 0:00,73,68,53.2,10.1,1.8,3,6.7,1.2,2.0,#N/A
2003-07-31 0:00,75,66,51,15.2,1.6,3.2,7,0.7,1.0,#N/A
2003-06-30 0:00,78,71,49,21.4,1.1,3,7.9,0.6,0.5,#N/A
2003-05-31 0:00,78,74,49,3.5,1,3.2,9.1,0.3,-0.8,#N/A
2003-04-30 0:00,82,76,46.1,19.2,1.9,3.7,10.3,0.8,-1.0,#N/A
2003-03-31 0:00,78,71,46.3,16.1,3.3,4.5,13.3,1.6,-0.2,#N/A
2003-02-28 0:00,81,73,48.8,21,2.8,3.9,13.3,2.4,1.3,#N/A
2003-01-31 0:00,89,82,51.3,25.8,2.8,3.8,13.9,3.2,3.0,#N/A
2002-12-31 0:00,#N/A,#N/A,51.6,26.1,2.2,3.7,14.1,3.9,5.0,#N/A
2002-11-30 0:00,#N/A,#N/A,48.5,23.1,1.6,3.5,13.3,4.4,6.4,#N/A
2002-10-31 0:00,#N/A,#N/A,49,24.8,1,2.8,11.6,5.3,8.0,#N/A
2002-09-30 0:00,#N/A,#N/A,50.5,11.7,0.4,3.1,10.6,6.9,9.3,#N/A
2002-08-31 0:00,#N/A,#N/A,50.3,18.6,-0.1,2.4,10.7,8.2,10.0,#N/A
2002-07-31 0:00,#N/A,#N/A,50.2,17.6,-0.7,2.1,11.5,9.5,10.4,#N/A
2002-06-30 0:00,#N/A,#N/A,53.6,-0.3,-0.5,2.6,12.5,10.7,11.0,#N/A
2002-05-31 0:00,#N/A,#N/A,53.1,6.5,-0.3,3,12.4,12.1,12.3,#N/A
2002-04-30 0:00,#N/A,#N/A,52.4,8.8,-0.8,2.5,12.3,12.4,13.5,#N/A
2002-03-31 0:00,#N/A,#N/A,52.4,-6.2,-1.6,2.3,8.8,11.8,13.4,#N/A
2002-02-28 0:00,#N/A,#N/A,50.7,-17.5,-1.9,2.6,8.8,9.9,12.2,#N/A
2002-01-31 0:00,#N/A,#N/A,47.5,-10,-2.6,2.6,8.5,8,10.8,#N/A
2001-12-31 0:00,#N/A,#N/A,45.3,-20.4,-2.5,3.2,8.3,5.7,7.3,#N/A
2001-11-30 0:00,#N/A,#N/A,44.1,-17.6,-1.8,3.4,8.9,3.8,4.7,#N/A
2001-10-31 0:00,#N/A,#N/A,40.8,-20.7,-1.5,3.4,9.7,2.2,1.1,#N/A
2001-09-30 0:00,#N/A,#N/A,46.2,-17.7,-1.1,3.3,8.4,1.3,-0.7,#N/A
2001-08-31 0:00,#N/A,#N/A,46.3,-20.4,-0.5,4.7,8.1,0.5,-1.6,#N/A
2001-07-31 0:00,#N/A,#N/A,43.5,-21.2,0,4.8,7.9,0.1,-0.9,#N/A
2001-06-30 0:00,#N/A,#N/A,43.2,-15.2,0.2,5,6.3,-0.4,-0.9,#N/A
2001-05-31 0:00,#N/A,#N/A,41.3,-9.1,0.8,5.3,5.3,-1.1,-0.9,#N/A
2001-04-30 0:00,#N/A,#N/A,42.7,-10.4,0.7,4.8,4.3,-1.9,-2.0,#N/A
2001-03-31 0:00,#N/A,#N/A,43.1,-2.1,0.2,4,5.6,-2.3,-2.7,#N/A
2001-02-28 0:00,#N/A,#N/A,42.1,5.3,-0.1,3.6,5.6,-2.4,-2.7,#N/A
2001-01-31 0:00,#N/A,#N/A,42.3,4,-0.1,3.4,5.2,-2.3,-2.7,#N/A
2000-12-31 0:00,#N/A,#N/A,43.9,0.1,0.6,2.8,3.8,-0.8,-0.2,#N/A
2000-11-30 0:00,#N/A,#N/A,48.5,5.6,0.3,2.2,3.1,0.6,0.9,#N/A
2000-10-31 0:00,#N/A,#N/A,48.7,13.4,0.9,2.6,2.6,3.3,3.7,#N/A
2000-09-30 0:00,#N/A,#N/A,49.7,26.5,2.1,3.5,3.8,5.1,5.0,#N/A
2000-08-31 0:00,#N/A,#N/A,49.9,30.1,2.2,2.4,1.9,6.5,6.0,#N/A
2000-07-31 0:00,#N/A,#N/A,52.5,23,2.9,3,0.7,6.7,6.0,#N/A
2000-06-30 0:00,#N/A,#N/A,51.4,19,2.6,2.2,0.6,7.6,7.5,#N/A
2000-05-31 0:00,#N/A,#N/A,53.2,28.1,1.7,1.1,1.1,8.4,8.8,#N/A
2000-04-30 0:00,#N/A,#N/A,54.7,17.6,2.4,1.4,1.8,9.7,10.3,#N/A
2000-03-31 0:00,#N/A,#N/A,54.9,23.8,3.2,2.1,2.3,11.4,12.2,#N/A
2000-02-29 0:00,#N/A,#N/A,55.8,35.8,3,1.8,1.4,12.5,13.7,#N/A
2000-01-31 0:00,#N/A,#N/A,56.7,31.4,3.1,1.9,3.2,13.7,15.4,#N/A
1999-12-31 0:00,#N/A,#N/A,57.8,20.4,0.9,1.4,5.3,13.8,15.7,#N/A
1999-11-30 0:00,#N/A,#N/A,58.1,21.7,0.6,1.4,6.3,15,17.0,#N/A
1999-10-31 0:00,#N/A,#N/A,57.2,26.5,-0.2,1.2,7.4,15.7,17.6,#N/A
1999-09-30 0:00,#N/A,#N/A,57,11.3,-1.2,0.8,8.4,17.1,19.0,#N/A
1999-08-31 0:00,#N/A,#N/A,54.8,17.1,-1.6,0.9,11,18,19.6,#N/A
1999-07-31 0:00,#N/A,#N/A,53.6,17.2,-2.9,0.3,13.9,18.2,20.1,#N/A
1999-06-30 0:00,#N/A,#N/A,55.8,11.4,-3.2,0.6,16.1,17.4,19.2,#N/A
1999-05-31 0:00,#N/A,#N/A,54.3,1,-2.7,0.8,18,16.1,17.7,#N/A
1999-04-30 0:00,#N/A,#N/A,52.3,-4.7,-4.1,0.4,18.6,14.7,16.9,#N/A
1999-03-31 0:00,#N/A,#N/A,52.4,-2.9,-4.3,0.5,20.7,13.1,16.6,#N/A
1999-02-28 0:00,#N/A,#N/A,51.7,-16.8,-4.4,0.2,20.7,11.2,15.3,#N/A
1999-01-31 0:00,#N/A,#N/A,50.6,2.9,-1.7,1.5,21.3,9,11.9,#N/A
1998-12-31 0:00,#N/A,#N/A,46.8,-0.1,3.6,4,22.6,7.1,7.5,#N/A
1998-11-30 0:00,#N/A,#N/A,48.2,-1.4,11,6.8,24.4,5.3,3.6,#N/A
1998-10-31 0:00,#N/A,#N/A,48.7,-14.7,11.7,7.2,24.9,3.9,1.5,#N/A
1998-09-30 0:00,#N/A,#N/A,48.7,-5.2,11.5,6.9,24.3,2.4,0.2,#N/A
1998-08-31 0:00,#N/A,#N/A,49.3,-12.1,11.7,6.9,25.1,1.1,-0.7,#N/A
1998-07-31 0:00,#N/A,#N/A,49.2,-15.1,12.7,7.3,24.1,-0.4,-1.3,#N/A
1998-06-30 0:00,#N/A,#N/A,48.9,-7.1,13.3,7.5,24.1,-1.4,-1.8,#N/A
1998-05-31 0:00,#N/A,#N/A,50.9,-3.7,13.5,8.2,22.9,-1.7,-1.6,#N/A
1998-04-30 0:00,#N/A,#N/A,52.2,5.8,14.9,8.8,23.5,-2,-2.0,#N/A
1998-03-31 0:00,#N/A,#N/A,52.9,6,15.1,9,22.5,-2.8,-2.3,#N/A
1998-02-28 0:00,#N/A,#N/A,52.9,19.9,15.3,9.5,22.5,-3,-2.3,#N/A
1998-01-31 0:00,#N/A,#N/A,53.8,-0.4,12.9,8.3,21.4,-1.5,-0.5,#N/A
1997-12-31 0:00,#N/A,#N/A,54.5,1.7,9.6,6.6,20,1.2,2.1,#N/A
1997-11-30 0:00,#N/A,#N/A,55.7,3.8,3.2,4.3,18.8,3.8,5.4,#N/A
1997-10-31 0:00,#N/A,#N/A,56.4,5.2,2.6,4.2,18.4,4.7,6.1,#N/A
1997-09-30 0:00,#N/A,#N/A,53.9,13.4,2.9,4.2,18,5.1,5.6,#N/A
1997-08-31 0:00,#N/A,#N/A,56.3,14,2.8,4,17.7,5.1,4.9,#N/A
1997-07-31 0:00,#N/A,#N/A,57.7,19.3,2.7,3.7,17.3,4.5,4.4,#N/A
